N	M	D	H	PowerDemand
5553	8	20	8	6168
5554	8	20	9	6168
5555	8	20	10	9141.2
5556	8	20	11	9052.6
5557	8	20	12	7866.1
5558	8	20	13	849
5559	8	20	14	5481.5
5560	8	20	15	9187.5
5561	8	20	16	4820.33333333333
5562	8	20	17	729
5563	8	20	18	729
5564	8	20	19	994.333333333333
5565	8	20	20	833.507601486841
5566	8	20	21	866.2
5567	8	20	22	866.2
5568	8	20	23	566.2
5569	8	21	0	566.2
5570	8	21	1	566.2
5571	8	21	2	566.2
5572	8	21	3	566.2
5573	8	21	4	527.839424990137
5574	8	21	5	429
5575	8	21	6	874.333333333333
5576	8	21	7	9874
5577	8	21	8	6168
5578	8	21	9	6168
5579	8	21	10	8641.2
5580	8	21	11	8552.6
5581	8	21	12	7866.1
5582	8	21	13	849
5583	8	21	14	5481.5
5584	8	21	15	9187.5
5585	8	21	16	4820.33333333333
5586	8	21	17	729
5587	8	21	18	729
5588	8	21	19	994.333333333333
5589	8	21	20	838.933413178359
5590	8	21	21	866.2
5591	8	21	22	866.2
5592	8	21	23	566.2
5593	8	22	0	566.2
5594	8	22	1	566.2
5595	8	22	2	566.2
5596	8	22	3	566.2
5597	8	22	4	532.150199362074
5598	8	22	5	429
5599	8	22	6	874.333333333333
5600	8	22	7	9874
5601	8	22	8	6168
5602	8	22	9	6168
5603	8	22	10	9141.2
5604	8	22	11	9052.6
5605	8	22	12	7866.1
5606	8	22	13	849
5607	8	22	14	5481.5
5608	8	22	15	9187.5
5609	8	22	16	4820.33333333333
5610	8	22	17	729
5611	8	22	18	729
5612	8	22	19	994.333333333333
5613	8	22	20	844.389909172653
5614	8	22	21	866.2
5615	8	22	22	866.2
5616	8	22	23	566.2
5617	8	23	0	566.2
5618	8	23	1	566.2
5619	8	23	2	566.2
5620	8	23	3	566.2
5621	8	23	4	536.450144825346
5622	8	23	5	429
5623	8	23	6	874.333333333333
5624	8	23	7	9874
5625	8	23	8	6168
5626	8	23	9	6168
5627	8	23	10	8641.2
5628	8	23	11	8552.6
5629	8	23	12	7866.1
5630	8	23	13	849
5631	8	23	14	5481.5
5632	8	23	15	9187.5
5633	8	23	16	4820.33333333333
5634	8	23	17	729
5635	8	23	18	729
5636	8	23	19	994.333333333333
5637	8	23	20	849.875391954043
5638	8	23	21	866.2
5639	8	23	22	866.2
5640	8	23	23	566.2
5641	8	24	0	566.2
5642	8	24	1	566.2
5643	8	24	2	566.2
5644	8	24	3	566.2
5645	8	24	4	540.738638470984
5646	8	24	5	429
5647	8	24	6	874.333333333333
5648	8	24	7	9874
5649	8	24	8	6168
5650	8	24	9	6168
5651	8	24	10	9141.2
5652	8	24	11	9052.6
5653	8	24	12	7866.1
5654	8	24	13	849
5655	8	24	14	5481.5
5656	8	24	15	9187.5
5657	8	24	16	4820.33333333333
5658	8	24	17	729
5659	8	24	18	729
5660	8	24	19	994.333333333333
5661	8	24	20	855.388185189235
5662	8	24	21	866.2
5663	8	24	22	866.2
5664	8	24	23	566.2
5665	8	25	0	429
5666	8	25	1	429
5667	8	25	2	429
5668	8	25	3	429
5669	8	25	4	429
5670	8	25	5	429
5671	8	25	6	609
5672	8	25	7	609
5673	8	25	8	609
5674	8	25	9	609
5675	8	25	10	609
5676	8	25	11	609
5677	8	25	12	849
5678	8	25	13	849
5679	8	25	14	849
5680	8	25	15	849
5681	8	25	16	849
5682	8	25	17	729
5683	8	25	18	729
5684	8	25	19	729
5685	8	25	20	729
5686	8	25	21	729
5687	8	25	22	729
5688	8	25	23	429
5689	8	26	0	429
5690	8	26	1	429
5691	8	26	2	429
5692	8	26	3	429
5693	8	26	4	429
5694	8	26	5	429
5695	8	26	6	609
5696	8	26	7	609
5697	8	26	8	609
5698	8	26	9	609
5699	8	26	10	609
5700	8	26	11	609
5701	8	26	12	849
5702	8	26	13	849
5703	8	26	14	849
5704	8	26	15	849
5705	8	26	16	849
5706	8	26	17	729
5707	8	26	18	729
5708	8	26	19	729
5709	8	26	20	729
5710	8	26	21	729
5711	8	26	22	729
5712	8	26	23	429
5713	8	27	0	566.2
5714	8	27	1	566.2
5715	8	27	2	566.2
5716	8	27	3	566.2
5717	8	27	4	553.530250672964
5718	8	27	5	429
5719	8	27	6	874.333333333333
5720	8	27	7	9874
5721	8	27	8	6168
5722	8	27	9	6168
5723	8	27	10	9141.2
5724	8	27	11	9052.6
5725	8	27	12	7866.1
5726	8	27	13	849
5727	8	27	14	5481.5
5728	8	27	15	9187.5
5729	8	27	16	4820.33333333333
5730	8	27	17	729
5731	8	27	18	729
5732	8	27	19	1000.20728902955
5733	8	27	20	866.2
5734	8	27	21	866.2
5735	8	27	22	866.2
5736	8	27	23	566.2
5737	8	28	0	566.2
5738	8	28	1	566.2
5739	8	28	2	566.2
5740	8	28	3	566.2
5741	8	28	4	557.768119149124
5742	8	28	5	429
5743	8	28	6	874.333333333333
5744	8	28	7	9874
5745	8	28	8	6168
5746	8	28	9	6168
5747	8	28	10	8641.2
5748	8	28	11	8552.6
5749	8	28	12	7866.1
5750	8	28	13	849
5751	8	28	14	5481.5
5752	8	28	15	9187.5
5753	8	28	16	4820.33333333333
5754	8	28	17	729
5755	8	28	18	729
5756	8	28	19	1005.81294088942
5757	8	28	20	866.2
5758	8	28	21	866.2
5759	8	28	22	866.2
5760	8	28	23	566.2
5761	8	29	0	566.2
5762	8	29	1	566.2
5763	8	29	2	566.2
5764	8	29	3	566.2
5765	8	29	4	561.992458121367
5766	8	29	5	429
5767	8	29	6	874.333333333333
5768	8	29	7	9874
5769	8	29	8	6168
5770	8	29	9	6168
5771	8	29	10	9141.2
5772	8	29	11	9052.6
5773	8	29	12	7866.1
5774	8	29	13	849
5775	8	29	14	5481.5
5776	8	29	15	9187.5
5777	8	29	16	4820.33333333333
5778	8	29	17	729
5779	8	29	18	729
5780	8	29	19	1011.43779633363
5781	8	29	20	866.2
5782	8	29	21	866.2
5783	8	29	22	866.2
5784	8	29	23	566.2
5785	8	30	0	566.2
5786	8	30	1	566.2
5787	8	30	2	566.2
5788	8	30	3	566.2
5789	8	30	4	566.2
5790	8	30	5	429.003042101956
5791	8	30	6	874.333333333333
5792	8	30	7	9874
5793	8	30	8	6168
5794	8	30	9	6168
5795	8	30	10	8641.2
5796	8	30	11	8552.6
5797	8	30	12	7866.1
5798	8	30	13	849
5799	8	30	14	5481.5
5800	8	30	15	9187.5
5801	8	30	16	4820.33333333333
5802	8	30	17	729
5803	8	30	18	729
5804	8	30	19	1017.08028094382
5805	8	30	20	866.2
5806	8	30	21	866.2
5807	8	30	22	866.2
5808	8	30	23	566.2
5809	8	31	0	566.2
5810	8	31	1	566.2
5811	8	31	2	566.2
5812	8	31	3	566.2
5813	8	31	4	566.2
5814	8	31	5	433.199703112844
5815	8	31	6	874.333333333333
5816	8	31	7	9874
5817	8	31	8	6168
5818	8	31	9	6168
5819	8	31	10	9141.2
5820	8	31	11	9052.6
5821	8	31	12	7866.1
5822	8	31	13	849
5823	8	31	14	5481.5
5824	8	31	15	9187.5
5825	8	31	16	4820.33333333333
5826	8	31	17	729
5827	8	31	18	729
5828	8	31	19	1022.73883349482
5829	8	31	20	866.2
5830	8	31	21	866.2
5831	8	31	22	866.2
5832	8	31	23	566.2
5833	9	1	0	429
5834	9	1	1	429
5835	9	1	2	429
5836	9	1	3	429
5837	9	1	4	429
5838	9	1	5	429
5839	9	1	6	609
5840	9	1	7	609
5841	9	1	8	609
5842	9	1	9	609
5843	9	1	10	609
5844	9	1	11	609
5845	9	1	12	849
5846	9	1	13	849
5847	9	1	14	849
5848	9	1	15	849
5849	9	1	16	849
5850	9	1	17	729
5851	9	1	18	729
5852	9	1	19	729
5853	9	1	20	729
5854	9	1	21	729
5855	9	1	22	729
5856	9	1	23	429
5857	9	2	0	429
5858	9	2	1	429
5859	9	2	2	429
5860	9	2	3	429
5861	9	2	4	429
5862	9	2	5	429
5863	9	2	6	609
5864	9	2	7	609
5865	9	2	8	609
5866	9	2	9	609
5867	9	2	10	609
5868	9	2	11	609
5869	9	2	12	849
5870	9	2	13	849
5871	9	2	14	849
5872	9	2	15	849
5873	9	2	16	849
5874	9	2	17	729
5875	9	2	18	729
5876	9	2	19	729
5877	9	2	20	729
5878	9	2	21	729
5879	9	2	22	729
5880	9	2	23	429
5881	9	3	0	566.2
5882	9	3	1	566.2
5883	9	3	2	566.2
5884	9	3	3	566.2
5885	9	3	4	566.2
5886	9	3	5	445.705278208365
5887	9	3	6	874.333333333333
5888	9	3	7	9874
5889	9	3	8	6168
5890	9	3	9	6168
5891	9	3	10	9141.2
5892	9	3	11	9052.6
5893	9	3	12	7866.1
5894	9	3	13	849
5895	9	3	14	5481.5
5896	9	3	15	9187.5
5897	9	3	16	4820.33333333333
5898	9	3	17	729
5899	9	3	18	729
5900	9	3	19	1039.79546460874
5901	9	3	20	866.2
5902	9	3	21	866.2
5903	9	3	22	866.2
5904	9	3	23	566.2
5905	9	4	0	566.2
5906	9	4	1	566.2
5907	9	4	2	566.2
5908	9	4	3	566.2
5909	9	4	4	566.2
5910	9	4	5	449.845629408986
5911	9	4	6	874.333333333333
5912	9	4	7	9874
5913	9	4	8	6168
5914	9	4	9	6168
5915	9	4	10	8641.2
5916	9	4	11	8552.6
5917	9	4	12	7866.1
5918	9	4	13	849
5919	9	4	14	5481.5
5920	9	4	15	9187.5
5921	9	4	16	4820.33333333333
5922	9	4	17	729
5923	9	4	18	729
5924	9	4	19	1045.50290792936
5925	9	4	20	866.2
5926	9	4	21	866.2
5927	9	4	22	866.2
5928	9	4	23	566.2
5929	9	5	0	566.2
5930	9	5	1	566.2
5931	9	5	2	566.2
5932	9	5	3	566.2
5933	9	5	4	566.2
5934	9	5	5	453.97199200304
5935	9	5	6	874.333333333333
5936	9	5	7	9874
5937	9	5	8	6168
5938	9	5	9	6168
5939	9	5	10	9141.2
5940	9	5	11	9052.6
5941	9	5	12	7866.1
5942	9	5	13	849
5943	9	5	14	5481.5
5944	9	5	15	9187.5
5945	9	5	16	4820.33333333333
5946	9	5	17	729
5947	9	5	18	729
5948	9	5	19	1051.21877902248
5949	9	5	20	866.2
5950	9	5	21	866.2
5951	9	5	22	866.2
5952	9	5	23	566.2
5953	9	6	0	566.2
5954	9	6	1	566.2
5955	9	6	2	566.2
5956	9	6	3	566.2
5957	9	6	4	566.2
5958	9	6	5	458.084490002119
5959	9	6	6	874.333333333333
5960	9	6	7	9874
5961	9	6	8	6168
5962	9	6	9	6168
5963	9	6	10	8641.2
5964	9	6	11	8552.6
5965	9	6	12	7866.1
5966	9	6	13	849
5967	9	6	14	5481.5
5968	9	6	15	9187.5
5969	9	6	16	4820.33333333333
5970	9	6	17	729
5971	9	6	18	729
5972	9	6	19	1056.94157732067
5973	9	6	20	866.2
5974	9	6	21	866.2
5975	9	6	22	866.2
5976	9	6	23	566.2
5977	9	7	0	566.2
5978	9	7	1	566.2
5979	9	7	2	566.2
5980	9	7	3	566.2
5981	9	7	4	566.2
5982	9	7	5	462.183287228746
5983	9	7	6	874.333333333333
5984	9	7	7	9874
5985	9	7	8	6168
5986	9	7	9	6168
5987	9	7	10	9141.2
5988	9	7	11	9052.6
5989	9	7	12	7866.1
5990	9	7	13	849
5991	9	7	14	5481.5
5992	9	7	15	9187.5
5993	9	7	16	4820.33333333333
5994	9	7	17	729
5995	9	7	18	729
5996	9	7	19	1062.66980972046
5997	9	7	20	866.2
5998	9	7	21	866.2
5999	9	7	22	866.2
6000	9	7	23	566.2
6001	9	8	0	429
6002	9	8	1	429
6003	9	8	2	429
6004	9	8	3	429
6005	9	8	4	429
6006	9	8	5	429
6007	9	8	6	609
6008	9	8	7	609
6009	9	8	8	609
6010	9	8	9	609
6011	9	8	10	609
6012	9	8	11	609
6013	9	8	12	849
6014	9	8	13	849
6015	9	8	14	849
6016	9	8	15	849
6017	9	8	16	849
6018	9	8	17	729
6019	9	8	18	729
6020	9	8	19	729
6021	9	8	20	729
6022	9	8	21	729
6023	9	8	22	729
6024	9	8	23	429
6025	9	9	0	429
6026	9	9	1	429
6027	9	9	2	429
6028	9	9	3	429
6029	9	9	4	429
6030	9	9	5	429
6031	9	9	6	609
6032	9	9	7	609
6033	9	9	8	609
6034	9	9	9	609
6035	9	9	10	609
6036	9	9	11	609
6037	9	9	12	849
6038	9	9	13	849
6039	9	9	14	849
6040	9	9	15	849
6041	9	9	16	849
6042	9	9	17	729
6043	9	9	18	729
6044	9	9	19	729
6045	9	9	20	729
6046	9	9	21	729
6047	9	9	22	729
6048	9	9	23	429
6049	9	10	0	566.2
6050	9	10	1	566.2
6051	9	10	2	566.2
6052	9	10	3	566.2
6053	9	10	4	566.2
6054	9	10	5	474.399656695235
6055	9	10	6	874.333333333333
6056	9	10	7	9874
6057	9	10	8	6168
6058	9	10	9	6168
6059	9	10	10	9141.2
6060	9	10	11	9052.6
6061	9	10	12	7866.1
6062	9	10	13	849
6063	9	10	14	5481.5
6064	9	10	15	9187.5
6065	9	10	16	4820.33333333333
6066	9	10	17	729
6067	9	10	18	729
6068	9	10	19	1079.87227942745
6069	9	10	20	866.2
6070	9	10	21	866.2
6071	9	10	22	866.2
6072	9	10	23	566.2
6073	9	11	0	566.2
6074	9	11	1	566.2
6075	9	11	2	566.2
6076	9	11	3	566.2
6077	9	11	4	566.2
6078	9	11	5	478.445997046243
6079	9	11	6	874.333333333333
6080	9	11	7	9874
6081	9	11	8	6168
6082	9	11	9	6168
6083	9	11	10	8641.2
6084	9	11	11	8552.6
6085	9	11	12	7866.1
6086	9	11	13	849
6087	9	11	14	5481.5
6088	9	11	15	9187.5
6089	9	11	16	4820.33333333333
6090	9	11	17	729
6091	9	11	18	729
6092	9	11	19	1085.60744516309
6093	9	11	20	866.2
6094	9	11	21	866.2
6095	9	11	22	866.2
6096	9	11	23	566.2
6097	9	12	0	566.2
6098	9	12	1	566.2
6099	9	12	2	566.2
6100	9	12	3	566.2
6101	9	12	4	566.2
6102	9	12	5	482.479964752695
6103	9	12	6	874.333333333333
6104	9	12	7	9874
6105	9	12	8	6168
6106	9	12	9	6168
6107	9	12	10	9141.2
6108	9	12	11	9052.6
6109	9	12	12	7866.1
6110	9	12	13	849
6111	9	12	14	5481.5
6112	9	12	15	9187.5
6113	9	12	16	4820.33333333333
6114	9	12	17	729
6115	9	12	18	729
6116	9	12	19	1091.34067071373
6117	9	12	20	866.2
6118	9	12	21	866.2
6119	9	12	22	866.2
6120	9	12	23	566.2
6121	9	13	0	566.2
6122	9	13	1	566.2
6123	9	13	2	566.2
6124	9	13	3	566.2
6125	9	13	4	566.2
6126	9	13	5	486.501909702349
6127	9	13	6	874.333333333333
6128	9	13	7	9874
6129	9	13	8	6168
6130	9	13	9	6168
6131	9	13	10	8641.2
6132	9	13	11	8552.6
6133	9	13	12	7866.1
6134	9	13	13	849
6135	9	13	14	5481.5
6136	9	13	15	9187.5
6137	9	13	16	4820.33333333333
6138	9	13	17	729
6139	9	13	18	729
6140	9	13	19	1097.07049589741
6141	9	13	20	866.2
6142	9	13	21	866.2
6143	9	13	22	866.2
6144	9	13	23	566.2
6145	9	14	0	566.2
6146	9	14	1	566.2
6147	9	14	2	566.2
6148	9	14	3	566.2
6149	9	14	4	566.2
6150	9	14	5	490.512204060662
6151	9	14	6	874.333333333333
6152	9	14	7	9874
6153	9	14	8	6168
6154	9	14	9	6168
6155	9	14	10	9141.2
6156	9	14	11	9052.6
6157	9	14	12	7866.1
6158	9	14	13	849
6159	9	14	14	5481.5
6160	9	14	15	9187.5
6161	9	14	16	4820.33333333333
6162	9	14	17	729
6163	9	14	18	729
6164	9	14	19	1102.79546441336
6165	9	14	20	866.2
6166	9	14	21	866.2
6167	9	14	22	866.2
6168	9	14	23	566.2
6169	9	15	0	429
6170	9	15	1	429
6171	9	15	2	429
6172	9	15	3	429
6173	9	15	4	429
6174	9	15	5	429
6175	9	15	6	609
6176	9	15	7	609
6177	9	15	8	609
6178	9	15	9	609
6179	9	15	10	609
6180	9	15	11	609
6181	9	15	12	849
6182	9	15	13	849
6183	9	15	14	849
6184	9	15	15	849
6185	9	15	16	849
6186	9	15	17	729
6187	9	15	18	729
6188	9	15	19	729
6189	9	15	20	729
6190	9	15	21	729
6191	9	15	22	729
6192	9	15	23	429
6193	9	16	0	429
6194	9	16	1	429
6195	9	16	2	429
6196	9	16	3	429
6197	9	16	4	429
6198	9	16	5	429
6199	9	16	6	609
6200	9	16	7	609
6201	9	16	8	609
6202	9	16	9	609
6203	9	16	10	609
6204	9	16	11	609
6205	9	16	12	849
6206	9	16	13	849
6207	9	16	14	849
6208	9	16	15	849
6209	9	16	16	849
6210	9	16	17	729
6211	9	16	18	729
6212	9	16	19	729
6213	9	16	20	729
6214	9	16	21	729
6215	9	16	22	729
6216	9	16	23	429
6217	9	17	0	566.2
6218	9	17	1	566.2
6219	9	17	2	566.2
6220	9	17	3	566.2
6221	9	17	4	566.2
6222	9	17	5	502.477187598663
6223	9	17	6	874.333333333333
6224	9	17	7	9874
6225	9	17	8	6168
6226	9	17	9	6168
6227	9	17	10	9141.2
6228	9	17	11	9052.6
6229	9	17	12	7866.1
6230	9	17	13	849
6231	9	17	14	5481.5
6232	9	17	15	9187.5
6233	9	17	16	4820.33333333333
6234	9	17	17	729
6235	9	17	18	729
6236	9	17	19	1119.92671779678
6237	9	17	20	866.2
6238	9	17	21	866.2
6239	9	17	22	866.2
6240	9	17	23	566.2
6241	9	18	0	566.2
6242	9	18	1	566.2
6243	9	18	2	566.2
6244	9	18	3	566.2
6245	9	18	4	566.2
6246	9	18	5	506.444960559342
6247	9	18	6	874.333333333333
6248	9	18	7	9874
6249	9	18	8	6168
6250	9	18	9	6168
6251	9	18	10	8641.2
6252	9	18	11	8552.6
6253	9	18	12	7866.1
6254	9	18	13	849
6255	9	18	14	5481.5
6256	9	18	15	9187.5
6257	9	18	16	4820.33333333333
6258	9	18	17	729
6259	9	18	18	729
6260	9	18	19	1125.61776227455
6261	9	18	20	866.2
6262	9	18	21	866.2
6263	9	18	22	866.2
6264	9	18	23	566.2
6265	9	19	0	566.2
6266	9	19	1	566.2
6267	9	19	2	566.2
6268	9	19	3	566.2
6269	9	19	4	566.2
6270	9	19	5	510.403191846827
6271	9	19	6	874.333333333333
6272	9	19	7	9874
6273	9	19	8	6168
6274	9	19	9	6168
6275	9	19	10	9141.2
6276	9	19	11	9052.6
6277	9	19	12	7866.1
6278	9	19	13	849
6279	9	19	14	5481.5
6280	9	19	15	9187.5
6281	9	19	16	4820.33333333333
6282	9	19	17	729
6283	9	19	18	729
6284	9	19	19	1131.29671525061
6285	9	19	20	866.2
6286	9	19	21	866.2
6287	9	19	22	866.2
6288	9	19	23	566.2
6289	9	20	0	566.2
6290	9	20	1	566.2
6291	9	20	2	566.2
6292	9	20	3	566.2
6293	9	20	4	566.2
6294	9	20	5	514.352335821348
6295	9	20	6	874.333333333333
6296	9	20	7	9874
6297	9	20	8	6168
6298	9	20	9	6168
6299	9	20	10	8641.2
6300	9	20	11	8552.6
6301	9	20	12	7866.1
6302	9	20	13	849
6303	9	20	14	5481.5
6304	9	20	15	9187.5
6305	9	20	16	4820.33333333333
6306	9	20	17	729
6307	9	20	18	734.428803870421
6308	9	20	19	1131.53333333333
6309	9	20	20	866.2
6310	9	20	21	866.2
6311	9	20	22	866.2
6312	9	20	23	566.2
6313	9	21	0	566.2
6314	9	21	1	566.2
6315	9	21	2	566.2
6316	9	21	3	566.2
6317	9	21	4	566.2
6318	9	21	5	518.292852086557
6319	9	21	6	874.333333333333
6320	9	21	7	9874
6321	9	21	8	6168
6322	9	21	9	6168
6323	9	21	10	9141.2
6324	9	21	11	9052.6
6325	9	21	12	7866.1
6326	9	21	13	849
6327	9	21	14	5481.5
6328	9	21	15	9187.5
6329	9	21	16	4820.33333333333
6330	9	21	17	729
6331	9	21	18	740.079257258115
6332	9	21	19	1131.53333333333
6333	9	21	20	866.2
6334	9	21	21	866.2
6335	9	21	22	866.2
6336	9	21	23	566.2
6337	9	22	0	429
6338	9	22	1	429
6339	9	22	2	429
6340	9	22	3	429
6341	9	22	4	429
6342	9	22	5	429
6343	9	22	6	609
6344	9	22	7	609
6345	9	22	8	609
6346	9	22	9	609
6347	9	22	10	609
6348	9	22	11	609
6349	9	22	12	849
6350	9	22	13	849
6351	9	22	14	849
6352	9	22	15	849
6353	9	22	16	849
6354	9	22	17	729
6355	9	22	18	729
6356	9	22	19	729
6357	9	22	20	729
6358	9	22	21	729
6359	9	22	22	729
6360	9	22	23	429
6361	9	23	0	429
6362	9	23	1	429
6363	9	23	2	429
6364	9	23	3	429
6365	9	23	4	429
6366	9	23	5	429
6367	9	23	6	609
6368	9	23	7	609
6369	9	23	8	609
6370	9	23	9	609
6371	9	23	10	609
6372	9	23	11	609
6373	9	23	12	849
6374	9	23	13	849
6375	9	23	14	849
6376	9	23	15	849
6377	9	23	16	849
6378	9	23	17	729
6379	9	23	18	729
6380	9	23	19	729
6381	9	23	20	729
6382	9	23	21	729
6383	9	23	22	729
6384	9	23	23	429
6385	9	24	0	566.2
6386	9	24	1	566.2
6387	9	24	2	566.2
6388	9	24	3	566.2
6389	9	24	4	566.2
6390	9	24	5	530.067259552102
6391	9	24	6	874.333333333333
6392	9	24	7	9874
6393	9	24	8	6168
6394	9	24	9	6168
6395	9	24	10	9141.2
6396	9	24	11	9052.6
6397	9	24	12	7866.1
6398	9	24	13	849
6399	9	24	14	5481.5
6400	9	24	15	9187.5
6401	9	24	16	4820.33333333333
6402	9	24	17	729
6403	9	24	18	756.926456911061
6404	9	24	19	1131.53333333333
6405	9	24	20	866.2
6406	9	24	21	866.2
6407	9	24	22	866.2
6408	9	24	23	566.2
6409	9	25	0	566.2
6410	9	25	1	566.2
6411	9	25	2	566.2
6412	9	25	3	566.2
6413	9	25	4	566.2
6414	9	25	5	533.977883115728
6415	9	25	6	874.333333333333
6416	9	25	7	9874
6417	9	25	8	6168
6418	9	25	9	6168
6419	9	25	10	8641.2
6420	9	25	11	8552.6
6421	9	25	12	7866.1
6422	9	25	13	849
6423	9	25	14	5481.5
6424	9	25	15	9187.5
6425	9	25	16	4820.33333333333
6426	9	25	17	729
6427	9	25	18	762.502694753713
6428	9	25	19	1131.53333333333
6429	9	25	20	866.2
6430	9	25	21	866.2
6431	9	25	22	866.2
6432	9	25	23	566.2
6433	9	26	0	566.2
6434	9	26	1	566.2
6435	9	26	2	566.2
6436	9	26	3	566.2
6437	9	26	4	566.2
6438	9	26	5	537.88217312804
6439	9	26	6	874.333333333333
6440	9	26	7	9874
6441	9	26	8	6168
6442	9	26	9	6168
6443	9	26	10	9141.2
6444	9	26	11	9052.6
6445	9	26	12	7866.1
6446	9	26	13	849
6447	9	26	14	5481.5
6448	9	26	15	9187.5
6449	9	26	16	4820.33333333333
6450	9	26	17	729
6451	9	26	18	768.056800841239
6452	9	26	19	1131.53333333333
6453	9	26	20	866.2
6454	9	26	21	866.2
6455	9	26	22	866.2
6456	9	26	23	566.2
6457	9	27	0	566.2
6458	9	27	1	566.2
6459	9	27	2	566.2
6460	9	27	3	566.2
6461	9	27	4	566.2
6462	9	27	5	541.780571413332
6463	9	27	6	874.333333333333
6464	9	27	7	9874
6465	9	27	8	6168
6466	9	27	9	6168
6467	9	27	10	8641.2
6468	9	27	11	8552.6
6469	9	27	12	7866.1
6470	9	27	13	849
6471	9	27	14	5481.5
6472	9	27	15	9187.5
6473	9	27	16	4820.33333333333
6474	9	27	17	729
6475	9	27	18	773.587346670578
6476	9	27	19	1131.53333333333
6477	9	27	20	866.2
6478	9	27	21	866.2
6479	9	27	22	866.2
6480	9	27	23	566.2
6481	9	28	0	566.2
6482	9	28	1	566.2
6483	9	28	2	566.2
6484	9	28	3	566.2
6485	9	28	4	566.2
6486	9	28	5	545.673508813792
6487	9	28	6	874.333333333333
6488	9	28	7	9874
6489	9	28	8	6168
6490	9	28	9	6168
6491	9	28	10	9141.2
6492	9	28	11	9052.6
6493	9	28	12	7866.1
6494	9	28	13	849
6495	9	28	14	5481.5
6496	9	28	15	9187.5
6497	9	28	16	4820.33333333333
6498	9	28	17	729
6499	9	28	18	779.092904935415
6500	9	28	19	1131.53333333333
6501	9	28	20	866.2
6502	9	28	21	866.2
6503	9	28	22	866.2
6504	9	28	23	566.2
6505	9	29	0	429
6506	9	29	1	429
6507	9	29	2	429
6508	9	29	3	429
6509	9	29	4	429
6510	9	29	5	429
6511	9	29	6	609
6512	9	29	7	609
6513	9	29	8	609
6514	9	29	9	609
6515	9	29	10	609
6516	9	29	11	609
6517	9	29	12	849
6518	9	29	13	849
6519	9	29	14	849
6520	9	29	15	849
6521	9	29	16	849
6522	9	29	17	729
6523	9	29	18	729
6524	9	29	19	729
6525	9	29	20	729
6526	9	29	21	729
6527	9	29	22	729
6528	9	29	23	429
6529	9	30	0	429
6530	9	30	1	429
6531	9	30	2	429
6532	9	30	3	429
6533	9	30	4	429
6534	9	30	5	429
6535	9	30	6	609
6536	9	30	7	609
6537	9	30	8	609
6538	9	30	9	609
6539	9	30	10	609
6540	9	30	11	609
6541	9	30	12	849
6542	9	30	13	849
6543	9	30	14	849
6544	9	30	15	849
6545	9	30	16	849
6546	9	30	17	729
6547	9	30	18	729
6548	9	30	19	729
6549	9	30	20	729
6550	9	30	21	729
6551	9	30	22	729
6552	9	30	23	429
6553	10	1	0	566.2
6554	10	1	1	566.2
6555	10	1	2	566.2
6556	10	1	3	566.2
6557	10	1	4	566.2
6558	10	1	5	557.323652746605
6559	10	1	6	874.333333333333
6560	10	1	7	9874
6561	10	1	8	6168
6562	10	1	9	6168
6563	10	1	10	9141.2
6564	10	1	11	9052.6
6565	10	1	12	7866.1
6566	10	1	13	849
6567	10	1	14	5481.5
6568	10	1	15	9187.5
6569	10	1	16	4820.33333333333
6570	10	1	17	729
6571	10	1	18	795.445398250869
6572	10	1	19	1131.53333333333
6573	10	1	20	866.2
6574	10	1	21	866.2
6575	10	1	22	866.2
6576	10	1	23	566.2
6577	10	2	0	566.2
6578	10	2	1	566.2
6579	10	2	2	566.2
6580	10	2	3	566.2
6581	10	2	4	566.2
6582	10	2	5	561.198757887677
6583	10	2	6	874.333333333333
6584	10	2	7	9874
6585	10	2	8	6168
6586	10	2	9	6168
6587	10	2	10	8641.2
6588	10	2	11	8552.6
6589	10	2	12	7866.1
6590	10	2	13	849
6591	10	2	14	5481.5
6592	10	2	15	9187.5
6593	10	2	16	4820.33333333333
6594	10	2	17	729
6595	10	2	18	800.836755597744
6596	10	2	19	1131.53333333333
6597	10	2	20	866.2
6598	10	2	21	866.2
6599	10	2	22	866.2
6600	10	2	23	566.2
6601	10	3	0	566.2
6602	10	3	1	566.2
6603	10	3	2	566.2
6604	10	3	3	566.2
6605	10	3	4	566.2
6606	10	3	5	565.070314507804
6607	10	3	6	874.333333333333
6608	10	3	7	9874
6609	10	3	8	6168
6610	10	3	9	6168
6611	10	3	10	9141.2
6612	10	3	11	9052.6
6613	10	3	12	7866.1
6614	10	3	13	849
6615	10	3	14	5481.5
6616	10	3	15	9187.5
6617	10	3	16	4820.33333333333
6618	10	3	17	729
6619	10	3	18	806.196005414802
6620	10	3	19	1131.53333333333
6621	10	3	20	866.2
6622	10	3	21	866.2
6623	10	3	22	866.2
6624	10	3	23	566.2
6625	10	4	0	566.2
6626	10	4	1	566.2
6627	10	4	2	566.2
6628	10	4	3	566.2
6629	10	4	4	566.2
6630	10	4	5	566.2
6631	10	4	6	885.287900074044
6632	10	4	7	9874
6633	10	4	8	6168
6634	10	4	9	6168
6635	10	4	10	8641.2
6636	10	4	11	8552.6
6637	10	4	12	7866.1
6638	10	4	13	849
6639	10	4	14	5481.5
6640	10	4	15	9187.5
6641	10	4	16	4820.33333333333
6642	10	4	17	729
