N	M	D	H	PowerDemand
2237	4	4	4	566.2
2238	4	4	5	476.35283560838
2239	4	4	6	874.333333333333
2240	4	4	7	9874
2241	4	4	8	6168
2242	4	4	9	6168
2243	4	4	10	9141.2
2244	4	4	11	9052.6
2245	4	4	12	7866.1
2246	4	4	13	849
2247	4	4	14	5481.5
2248	4	4	15	9187.5
2249	4	4	16	4820.33333333333
2250	4	4	17	729
2251	4	4	18	729
2252	4	4	19	1053.41027290061
2253	4	4	20	866.2
2254	4	4	21	866.2
2255	4	4	22	866.2
2256	4	4	23	566.2
2257	4	5	0	566.2
2258	4	5	1	566.2
2259	4	5	2	566.2
2260	4	5	3	566.2
2261	4	5	4	566.2
2262	4	5	5	470.732097834923
2263	4	5	6	874.333333333333
2264	4	5	7	9874
2265	4	5	8	6168
2266	4	5	9	6168
2267	4	5	10	8641.2
2268	4	5	11	8552.6
2269	4	5	12	7866.1
2270	4	5	13	849
2271	4	5	14	5481.5
2272	4	5	15	9187.5
2273	4	5	16	4820.33333333333
2274	4	5	17	729
2275	4	5	18	729
2276	4	5	19	1049.20859895501
2277	4	5	20	866.2
2278	4	5	21	866.2
2279	4	5	22	866.2
2280	4	5	23	566.2
2281	4	6	0	566.2
2282	4	6	1	566.2
2283	4	6	2	566.2
2284	4	6	3	566.2
2285	4	6	4	566.2
2286	4	6	5	465.11335185355
2287	4	6	6	874.333333333333
2288	4	6	7	9874
2289	4	6	8	6168
2290	4	6	9	6168
2291	4	6	10	9141.2
2292	4	6	11	9052.6
2293	4	6	12	7866.1
2294	4	6	13	849
2295	4	6	14	5481.5
2296	4	6	15	9187.5
2297	4	6	16	4820.33333333333
2298	4	6	17	729
2299	4	6	18	729
2300	4	6	19	1044.99601864516
2301	4	6	20	866.2
2302	4	6	21	866.2
2303	4	6	22	866.2
2304	4	6	23	566.2
2305	4	7	0	429
2306	4	7	1	429
2307	4	7	2	429
2308	4	7	3	429
2309	4	7	4	429
2310	4	7	5	429
2311	4	7	6	609
2312	4	7	7	609
2313	4	7	8	609
2314	4	7	9	609
2315	4	7	10	609
2316	4	7	11	609
2317	4	7	12	849
2318	4	7	13	849
2319	4	7	14	849
2320	4	7	15	849
2321	4	7	16	849
2322	4	7	17	729
2323	4	7	18	729
2324	4	7	19	729
2325	4	7	20	729
2326	4	7	21	729
2327	4	7	22	729
2328	4	7	23	429
2329	4	8	0	429
2330	4	8	1	429
2331	4	8	2	429
2332	4	8	3	429
2333	4	8	4	429
2334	4	8	5	429
2335	4	8	6	609
2336	4	8	7	609
2337	4	8	8	609
2338	4	8	9	609
2339	4	8	10	609
2340	4	8	11	609
2341	4	8	12	849
2342	4	8	13	849
2343	4	8	14	849
2344	4	8	15	849
2345	4	8	16	849
2346	4	8	17	729
2347	4	8	18	729
2348	4	8	19	729
2349	4	8	20	729
2350	4	8	21	729
2351	4	8	22	729
2352	4	8	23	429
2353	4	9	0	566.2
2354	4	9	1	566.2
2355	4	9	2	566.2
2356	4	9	3	566.2
2357	4	9	4	566.2
2358	4	9	5	448.283986979668
2359	4	9	6	874.333333333333
2360	4	9	7	9874
2361	4	9	8	6168
2362	4	9	9	6168
2363	4	9	10	9141.2
2364	4	9	11	9052.6
2365	4	9	12	7866.1
2366	4	9	13	849
2367	4	9	14	5481.5
2368	4	9	15	9187.5
2369	4	9	16	4820.33333333333
2370	4	9	17	729
2371	4	9	18	729
2372	4	9	19	1032.29121715266
2373	4	9	20	866.2
2374	4	9	21	866.2
2375	4	9	22	866.2
2376	4	9	23	566.2
2377	4	10	0	566.2
2378	4	10	1	566.2
2379	4	10	2	566.2
2380	4	10	3	566.2
2381	4	10	4	566.2
2382	4	10	5	442.68818189288
2383	4	10	6	874.333333333333
2384	4	10	7	9874
2385	4	10	8	6168
2386	4	10	9	6168
2387	4	10	10	8641.2
2388	4	10	11	8552.6
2389	4	10	12	7866.1
2390	4	10	13	849
2391	4	10	14	5481.5
2392	4	10	15	9187.5
2393	4	10	16	4820.33333333333
2394	4	10	17	729
2395	4	10	18	729
2396	4	10	19	1028.03357882658
2397	4	10	20	866.2
2398	4	10	21	866.2
2399	4	10	22	866.2
2400	4	10	23	566.2
2401	4	11	0	566.2
2402	4	11	1	566.2
2403	4	11	2	566.2
2404	4	11	3	566.2
2405	4	11	4	566.2
2406	4	11	5	437.101909186567
2407	4	11	6	874.333333333333
2408	4	11	7	9874
2409	4	11	8	6168
2410	4	11	9	6168
2411	4	11	10	9141.2
2412	4	11	11	9052.6
2413	4	11	12	7866.1
2414	4	11	13	849
2415	4	11	14	5481.5
2416	4	11	15	9187.5
2417	4	11	16	4820.33333333333
2418	4	11	17	729
2419	4	11	18	729
2420	4	11	19	1023.76451666536
2421	4	11	20	866.2
2422	4	11	21	866.2
2423	4	11	22	866.2
2424	4	11	23	566.2
2425	4	12	0	566.2
2426	4	12	1	566.2
2427	4	12	2	566.2
2428	4	12	3	566.2
2429	4	12	4	566.2
2430	4	12	5	431.526711650855
2431	4	12	6	874.333333333333
2432	4	12	7	9874
2433	4	12	8	6168
2434	4	12	9	6168
2435	4	12	10	8641.2
2436	4	12	11	8552.6
2437	4	12	12	7866.1
2438	4	12	13	849
2439	4	12	14	5481.5
2440	4	12	15	9187.5
2441	4	12	16	4820.33333333333
2442	4	12	17	729
2443	4	12	18	729
2444	4	12	19	1019.48405546333
2445	4	12	20	866.2
2446	4	12	21	866.2
2447	4	12	22	866.2
2448	4	12	23	566.2
2449	4	13	0	566.2
2450	4	13	1	566.2
2451	4	13	2	566.2
2452	4	13	3	566.2
2453	4	13	4	563.164145380618
2454	4	13	5	429
2455	4	13	6	874.333333333333
2456	4	13	7	9874
2457	4	13	8	6168
2458	4	13	9	6168
2459	4	13	10	9141.2
2460	4	13	11	9052.6
2461	4	13	12	7866.1
2462	4	13	13	849
2463	4	13	14	5481.5
2464	4	13	15	9187.5
2465	4	13	16	4820.33333333333
2466	4	13	17	729
2467	4	13	18	729
2468	4	13	19	1015.19226878928
2469	4	13	20	866.2
2470	4	13	21	866.2
2471	4	13	22	866.2
2472	4	13	23	566.2
2473	4	14	0	429
2474	4	14	1	429
2475	4	14	2	429
2476	4	14	3	429
2477	4	14	4	429
2478	4	14	5	429
2479	4	14	6	609
2480	4	14	7	609
2481	4	14	8	609
2482	4	14	9	609
2483	4	14	10	609
2484	4	14	11	609
2485	4	14	12	849
2486	4	14	13	849
2487	4	14	14	849
2488	4	14	15	849
2489	4	14	16	849
2490	4	14	17	729
2491	4	14	18	729
2492	4	14	19	729
2493	4	14	20	729
2494	4	14	21	729
2495	4	14	22	729
2496	4	14	23	429
2497	4	15	0	429
2498	4	15	1	429
2499	4	15	2	429
2500	4	15	3	429
2501	4	15	4	429
2502	4	15	5	429
2503	4	15	6	609
2504	4	15	7	609
2505	4	15	8	609
2506	4	15	9	609
2507	4	15	10	609
2508	4	15	11	609
2509	4	15	12	849
2510	4	15	13	849
2511	4	15	14	849
2512	4	15	15	849
2513	4	15	16	849
2514	4	15	17	729
2515	4	15	18	729
2516	4	15	19	729
2517	4	15	20	729
2518	4	15	21	729
2519	4	15	22	729
2520	4	15	23	429
2521	4	16	0	566.2
2522	4	16	1	566.2
2523	4	16	2	566.2
2524	4	16	3	566.2
2525	4	16	4	546.568012590538
2526	4	16	5	429
2527	4	16	6	874.333333333333
2528	4	16	7	9874
2529	4	16	8	6168
2530	4	16	9	6168
2531	4	16	10	9141.2
2532	4	16	11	9052.6
2533	4	16	12	7866.1
2534	4	16	13	849
2535	4	16	14	5481.5
2536	4	16	15	9187.5
2537	4	16	16	4820.33333333333
2538	4	16	17	729
2539	4	16	18	729
2540	4	16	19	1002.25047739349
2541	4	16	20	866.2
2542	4	16	21	866.2
2543	4	16	22	866.2
2544	4	16	23	566.2
2545	4	17	0	566.2
2546	4	17	1	566.2
2547	4	17	2	566.2
2548	4	17	3	566.2
2549	4	17	4	541.071828692563
2550	4	17	5	429
2551	4	17	6	874.333333333333
2552	4	17	7	9874
2553	4	17	8	6168
2554	4	17	9	6168
2555	4	17	10	8641.2
2556	4	17	11	8552.6
2557	4	17	12	7866.1
2558	4	17	13	849
2559	4	17	14	5481.5
2560	4	17	15	9187.5
2561	4	17	16	4820.33333333333
2562	4	17	17	729
2563	4	17	18	729
2564	4	17	19	997.915190238458
2565	4	17	20	866.2
2566	4	17	21	866.2
2567	4	17	22	866.2
2568	4	17	23	566.2
2569	4	18	0	566.2
2570	4	18	1	566.2
2571	4	18	2	566.2
2572	4	18	3	566.2
2573	4	18	4	535.596287001091
2574	4	18	5	429
2575	4	18	6	874.333333333333
2576	4	18	7	9874
2577	4	18	8	6168
2578	4	18	9	6168
2579	4	18	10	9141.2
2580	4	18	11	9052.6
2581	4	18	12	7866.1
2582	4	18	13	849
2583	4	18	14	5481.5
2584	4	18	15	9187.5
2585	4	18	16	4820.33333333333
2586	4	18	17	729
2587	4	18	18	729
2588	4	18	19	994.333333333333
2589	4	18	20	865.436433916136
2590	4	18	21	866.2
2591	4	18	22	866.2
2592	4	18	23	566.2
2593	4	19	0	566.2
2594	4	19	1	566.2
2595	4	19	2	566.2
2596	4	19	3	566.2
2597	4	19	4	530.143042601779
2598	4	19	5	429
2599	4	19	6	874.333333333333
2600	4	19	7	9874
2601	4	19	8	6168
2602	4	19	9	6168
2603	4	19	10	8641.2
2604	4	19	11	8552.6
2605	4	19	12	7866.1
2606	4	19	13	849
2607	4	19	14	5481.5
2608	4	19	15	9187.5
2609	4	19	16	4820.33333333333
2610	4	19	17	729
2611	4	19	18	729
2612	4	19	19	994.333333333333
2613	4	19	20	861.081295342276
2614	4	19	21	866.2
2615	4	19	22	866.2
2616	4	19	23	566.2
2617	4	20	0	566.2
2618	4	20	1	566.2
2619	4	20	2	566.2
2620	4	20	3	566.2
2621	4	20	4	524.713770683354
2622	4	20	5	429
2623	4	20	6	874.333333333333
2624	4	20	7	9874
2625	4	20	8	6168
2626	4	20	9	6168
2627	4	20	10	9141.2
2628	4	20	11	9052.6
2629	4	20	12	7866.1
2630	4	20	13	849
2631	4	20	14	5481.5
2632	4	20	15	9187.5
2633	4	20	16	4820.33333333333
2634	4	20	17	729
2635	4	20	18	729
2636	4	20	19	994.333333333333
2637	4	20	20	856.7169281481
2638	4	20	21	866.2
2639	4	20	22	866.2
2640	4	20	23	566.2
2641	4	21	0	429
2642	4	21	1	429
2643	4	21	2	429
2644	4	21	3	429
2645	4	21	4	429
2646	4	21	5	429
2647	4	21	6	609
2648	4	21	7	609
2649	4	21	8	609
2650	4	21	9	609
2651	4	21	10	609
2652	4	21	11	609
2653	4	21	12	849
2654	4	21	13	849
2655	4	21	14	849
2656	4	21	15	849
2657	4	21	16	849
2658	4	21	17	729
2659	4	21	18	729
2660	4	21	19	729
2661	4	21	20	729
2662	4	21	21	729
2663	4	21	22	729
2664	4	21	23	429
2665	4	22	0	429
2666	4	22	1	429
2667	4	22	2	429
2668	4	22	3	429
2669	4	22	4	429
2670	4	22	5	429
2671	4	22	6	609
2672	4	22	7	609
2673	4	22	8	609
2674	4	22	9	609
2675	4	22	10	609
2676	4	22	11	609
2677	4	22	12	849
2678	4	22	13	849
2679	4	22	14	849
2680	4	22	15	849
2681	4	22	16	849
2682	4	22	17	729
2683	4	22	18	729
2684	4	22	19	729
2685	4	22	20	729
2686	4	22	21	729
2687	4	22	22	729
2688	4	22	23	429
2689	4	23	0	566.2
2690	4	23	1	566.2
2691	4	23	2	566.2
2692	4	23	3	566.2
2693	4	23	4	508.5868674652
2694	4	23	5	429
2695	4	23	6	874.333333333333
2696	4	23	7	9874
2697	4	23	8	6168
2698	4	23	9	6168
2699	4	23	10	9141.2
2700	4	23	11	9052.6
2701	4	23	12	7866.1
2702	4	23	13	849
2703	4	23	14	5481.5
2704	4	23	15	9187.5
2705	4	23	16	4820.33333333333
2706	4	23	17	729
2707	4	23	18	729
2708	4	23	19	994.333333333333
2709	4	23	20	843.574377891359
2710	4	23	21	866.2
2711	4	23	22	866.2
2712	4	23	23	566.2
2713	4	24	0	566.2
2714	4	24	1	566.2
2715	4	24	2	566.2
2716	4	24	3	566.2
2717	4	24	4	503.270680116343
2718	4	24	5	429
2719	4	24	6	874.333333333333
2720	4	24	7	9874
2721	4	24	8	6168
2722	4	24	9	6168
2723	4	24	10	8641.2
2724	4	24	11	8552.6
2725	4	24	12	7866.1
2726	4	24	13	849
2727	4	24	14	5481.5
2728	4	24	15	9187.5
2729	4	24	16	4820.33333333333
2730	4	24	17	729
2731	4	24	18	729
2732	4	24	19	994.333333333333
2733	4	24	20	839.179387724656
2734	4	24	21	866.2
2735	4	24	22	866.2
2736	4	24	23	566.2
2737	4	25	0	566.2
2738	4	25	1	566.2
2739	4	25	2	566.2
2740	4	25	3	566.2
2741	4	25	4	497.987183915378
2742	4	25	5	429
2743	4	25	6	874.333333333333
2744	4	25	7	9874
2745	4	25	8	6168
2746	4	25	9	6168
2747	4	25	10	9141.2
2748	4	25	11	9052.6
2749	4	25	12	7866.1
2750	4	25	13	849
2751	4	25	14	5481.5
2752	4	25	15	9187.5
2753	4	25	16	4820.33333333333
2754	4	25	17	729
2755	4	25	18	729
2756	4	25	19	994.333333333333
2757	4	25	20	834.778691672914
2758	4	25	21	866.2
2759	4	25	22	866.2
2760	4	25	23	566.2
2761	4	26	0	566.2
2762	4	26	1	566.2
2763	4	26	2	566.2
2764	4	26	3	566.2
2765	4	26	4	492.738199825201
2766	4	26	5	429
2767	4	26	6	874.333333333333
2768	4	26	7	9874
2769	4	26	8	6168
2770	4	26	9	6168
2771	4	26	10	8641.2
2772	4	26	11	8552.6
2773	4	26	12	7866.1
2774	4	26	13	849
2775	4	26	14	5481.5
2776	4	26	15	9187.5
2777	4	26	16	4820.33333333333
2778	4	26	17	729
2779	4	26	18	729
2780	4	26	19	994.333333333333
2781	4	26	20	830.373228885623
2782	4	26	21	866.2
2783	4	26	22	866.2
2784	4	26	23	566.2
2785	4	27	0	566.2
2786	4	27	1	566.2
2787	4	27	2	566.2
2788	4	27	3	566.2
2789	4	27	4	487.525577561987
2790	4	27	5	429
2791	4	27	6	874.333333333333
2792	4	27	7	9874
2793	4	27	8	6168
2794	4	27	9	6168
2795	4	27	10	9141.2
2796	4	27	11	9052.6
2797	4	27	12	7866.1
2798	4	27	13	849
2799	4	27	14	5481.5
2800	4	27	15	9187.5
2801	4	27	16	4820.33333333333
2802	4	27	17	729
2803	4	27	18	729
2804	4	27	19	994.333333333333
2805	4	27	20	825.964022201317
2806	4	27	21	866.2
2807	4	27	22	866.2
2808	4	27	23	566.2
2809	4	28	0	429
2810	4	28	1	429
2811	4	28	2	429
2812	4	28	3	429
2813	4	28	4	429
2814	4	28	5	429
2815	4	28	6	609
2816	4	28	7	609
2817	4	28	8	609
2818	4	28	9	609
2819	4	28	10	609
2820	4	28	11	609
2821	4	28	12	849
2822	4	28	13	849
2823	4	28	14	849
2824	4	28	15	849
2825	4	28	16	849
2826	4	28	17	729
2827	4	28	18	729
2828	4	28	19	729
2829	4	28	20	729
2830	4	28	21	729
2831	4	28	22	729
2832	4	28	23	429
2833	4	29	0	429
2834	4	29	1	429
2835	4	29	2	429
2836	4	29	3	429
2837	4	29	4	429
2838	4	29	5	429
2839	4	29	6	609
2840	4	29	7	609
2841	4	29	8	609
2842	4	29	9	609
2843	4	29	10	609
2844	4	29	11	609
2845	4	29	12	849
2846	4	29	13	849
2847	4	29	14	849
2848	4	29	15	849
2849	4	29	16	849
2850	4	29	17	729
2851	4	29	18	729
2852	4	29	19	729
2853	4	29	20	729
2854	4	29	21	729
2855	4	29	22	729
2856	4	29	23	429
2857	4	30	0	566.2
2858	4	30	1	566.2
2859	4	30	2	566.2
2860	4	30	3	566.2
2861	4	30	4	472.124837935682
2862	4	30	5	429
2863	4	30	6	874.333333333333
2864	4	30	7	9874
2865	4	30	8	6168
2866	4	30	9	6168
2867	4	30	10	9141.2
2868	4	30	11	9052.6
2869	4	30	12	7866.1
2870	4	30	13	849
2871	4	30	14	5481.5
2872	4	30	15	9187.5
2873	4	30	16	4820.33333333333
2874	4	30	17	729
2875	4	30	18	729
2876	4	30	19	994.333333333333
2877	4	30	20	812.72546925071
2878	4	30	21	866.2
2879	4	30	22	866.2
2880	4	30	23	566.2
2881	5	1	0	566.2
2882	5	1	1	566.2
2883	5	1	2	566.2
2884	5	1	3	566.2
2885	5	1	4	467.076781426758
2886	5	1	5	429
2887	5	1	6	874.333333333333
2888	5	1	7	9874
2889	5	1	8	6168
2890	5	1	9	6168
2891	5	1	10	8641.2
2892	5	1	11	8552.6
2893	5	1	12	7866.1
2894	5	1	13	849
2895	5	1	14	5481.5
2896	5	1	15	9187.5
2897	5	1	16	4820.33333333333
2898	5	1	17	729
2899	5	1	18	729
2900	5	1	19	994.333333333333
2901	5	1	20	808.313266422067
2902	5	1	21	866.2
2903	5	1	22	866.2
2904	5	1	23	566.2
2905	5	2	0	566.2
2906	5	2	1	566.2
2907	5	2	2	566.2
2908	5	2	3	566.2
2909	5	2	4	462.074812767327
2910	5	2	5	429
2911	5	2	6	874.333333333333
2912	5	2	7	9874
2913	5	2	8	6168
2914	5	2	9	6168
2915	5	2	10	9141.2
2916	5	2	11	9052.6
2917	5	2	12	7866.1
2918	5	2	13	849
2919	5	2	14	5481.5
2920	5	2	15	9187.5
2921	5	2	16	4820.33333333333
2922	5	2	17	729
2923	5	2	18	729
2924	5	2	19	994.333333333333
2925	5	2	20	803.903765450576
2926	5	2	21	866.2
2927	5	2	22	866.2
2928	5	2	23	566.2
2929	5	3	0	566.2
2930	5	3	1	566.2
2931	5	3	2	566.2
2932	5	3	3	566.2
2933	5	3	4	457.120981721894
2934	5	3	5	429
2935	5	3	6	874.333333333333
2936	5	3	7	9874
2937	5	3	8	6168
2938	5	3	9	6168
2939	5	3	10	8641.2
2940	5	3	11	8552.6
2941	5	3	12	7866.1
2942	5	3	13	849
2943	5	3	14	5481.5
2944	5	3	15	9187.5
2945	5	3	16	4820.33333333333
2946	5	3	17	729
2947	5	3	18	729
2948	5	3	19	994.333333333333
2949	5	3	20	799.498535905144
2950	5	3	21	866.2
2951	5	3	22	866.2
2952	5	3	23	566.2
2953	5	4	0	566.2
2954	5	4	1	566.2
2955	5	4	2	566.2
2956	5	4	3	566.2
2957	5	4	4	452.21737579289
2958	5	4	5	429
2959	5	4	6	874.333333333333
2960	5	4	7	9874
2961	5	4	8	6168
2962	5	4	9	6168
2963	5	4	10	9141.2
2964	5	4	11	9052.6
2965	5	4	12	7866.1
2966	5	4	13	849
2967	5	4	14	5481.5
2968	5	4	15	9187.5
2969	5	4	16	4820.33333333333
2970	5	4	17	729
2971	5	4	18	729
2972	5	4	19	994.333333333333
2973	5	4	20	795.099245055454
2974	5	4	21	866.2
2975	5	4	22	866.2
2976	5	4	23	566.2
2977	5	5	0	429
2978	5	5	1	429
2979	5	5	2	429
2980	5	5	3	429
2981	5	5	4	429
2982	5	5	5	429
2983	5	5	6	609
2984	5	5	7	609
2985	5	5	8	609
2986	5	5	9	609
2987	5	5	10	609
2988	5	5	11	609
2989	5	5	12	849
2990	5	5	13	849
2991	5	5	14	849
2992	5	5	15	849
2993	5	5	16	849
2994	5	5	17	729
2995	5	5	18	729
2996	5	5	19	729
2997	5	5	20	729
2998	5	5	21	729
2999	5	5	22	729
3000	5	5	23	429
3001	5	6	0	429
3002	5	6	1	429
3003	5	6	2	429
3004	5	6	3	429
3005	5	6	4	429
3006	5	6	5	429
3007	5	6	6	609
3008	5	6	7	609
3009	5	6	8	609
3010	5	6	9	609
3011	5	6	10	609
3012	5	6	11	609
3013	5	6	12	849
3014	5	6	13	849
3015	5	6	14	849
3016	5	6	15	849
3017	5	6	16	849
3018	5	6	17	729
3019	5	6	18	729
3020	5	6	19	729
3021	5	6	20	729
3022	5	6	21	729
3023	5	6	22	729
3024	5	6	23	429
3025	5	7	0	566.2
3026	5	7	1	566.2
3027	5	7	2	566.2
3028	5	7	3	566.2
3029	5	7	4	437.829373006613
3030	5	7	5	429
3031	5	7	6	874.333333333333
3032	5	7	7	9874
3033	5	7	8	6168
3034	5	7	9	6168
3035	5	7	10	9141.2
3036	5	7	11	9052.6
3037	5	7	12	7866.1
3038	5	7	13	849
3039	5	7	14	5481.5
3040	5	7	15	9187.5
3041	5	7	16	4820.33333333333
3042	5	7	17	729
3043	5	7	18	729
3044	5	7	19	994.333333333333
3045	5	7	20	781.95517460863
3046	5	7	21	866.2
3047	5	7	22	866.2
3048	5	7	23	566.2
3049	5	8	0	566.2
3050	5	8	1	566.2
3051	5	8	2	566.2
3052	5	8	3	566.2
3053	5	8	4	433.148335185777
3054	5	8	5	429
3055	5	8	6	874.333333333333
3056	5	8	7	9874
3057	5	8	8	6168
3058	5	8	9	6168
3059	5	8	10	8641.2
3060	5	8	11	8552.6
3061	5	8	12	7866.1
3062	5	8	13	849
3063	5	8	14	5481.5
3064	5	8	15	9187.5
3065	5	8	16	4820.33333333333
3066	5	8	17	729
3067	5	8	18	729
3068	5	8	19	994.333333333333
3069	5	8	20	777.598316605856
3070	5	8	21	866.2
3071	5	8	22	866.2
3072	5	8	23	566.2
3073	5	9	0	566.2
3074	5	9	1	566.2
3075	5	9	2	566.2
3076	5	9	3	565.728562580847
3077	5	9	4	429
3078	5	9	5	429
3079	5	9	6	874.333333333333
3080	5	9	7	9874
3081	5	9	8	6168
3082	5	9	9	6168
3083	5	9	10	9141.2
3084	5	9	11	9052.6
3085	5	9	12	7866.1
3086	5	9	13	849
3087	5	9	14	5481.5
3088	5	9	15	9187.5
3089	5	9	16	4820.33333333333
3090	5	9	17	729
3091	5	9	18	729
3092	5	9	19	994.333333333333
3093	5	9	20	773.257248129331
3094	5	9	21	866.2
3095	5	9	22	866.2
3096	5	9	23	566.2
3097	5	10	0	566.2
3098	5	10	1	566.2
3099	5	10	2	566.2
3100	5	10	3	561.172389533212
3101	5	10	4	429
3102	5	10	5	429
3103	5	10	6	874.333333333333
3104	5	10	7	9874
3105	5	10	8	6168
3106	5	10	9	6168
3107	5	10	10	8641.2
3108	5	10	11	8552.6
3109	5	10	12	7866.1
3110	5	10	13	849
3111	5	10	14	5481.5
3112	5	10	15	9187.5
3113	5	10	16	4820.33333333333
3114	5	10	17	729
3115	5	10	18	729
3116	5	10	19	994.333333333333
3117	5	10	20	768.934249493641
3118	5	10	21	866.2
3119	5	10	22	866.2
3120	5	10	23	566.2
3121	5	11	0	566.2
3122	5	11	1	566.2
3123	5	11	2	566.2
3124	5	11	3	556.682193758358
3125	5	11	4	429
3126	5	11	5	429
3127	5	11	6	874.333333333333
3128	5	11	7	9874
3129	5	11	8	6168
3130	5	11	9	6168
3131	5	11	10	9141.2
3132	5	11	11	9052.6
3133	5	11	12	7866.1
3134	5	11	13	849
3135	5	11	14	5481.5
3136	5	11	15	9187.5
3137	5	11	16	4820.33333333333
3138	5	11	17	729
3139	5	11	18	729
3140	5	11	19	994.333333333333
3141	5	11	20	764.631705796486
3142	5	11	21	866.2
3143	5	11	22	866.2
3144	5	11	23	566.2
3145	5	12	0	429
3146	5	12	1	429
3147	5	12	2	429
3148	5	12	3	429
3149	5	12	4	429
3150	5	12	5	429
3151	5	12	6	609
3152	5	12	7	609
3153	5	12	8	609
3154	5	12	9	609
3155	5	12	10	609
3156	5	12	11	609
3157	5	12	12	849
3158	5	12	13	849
3159	5	12	14	849
3160	5	12	15	849
3161	5	12	16	849
3162	5	12	17	729
3163	5	12	18	729
3164	5	12	19	729
3165	5	12	20	729
3166	5	12	21	729
3167	5	12	22	729
3168	5	12	23	429
3169	5	13	0	429
3170	5	13	1	429
3171	5	13	2	429
3172	5	13	3	429
3173	5	13	4	429
3174	5	13	5	429
3175	5	13	6	609
3176	5	13	7	609
3177	5	13	8	609
3178	5	13	9	609
3179	5	13	10	609
3180	5	13	11	609
3181	5	13	12	849
3182	5	13	13	849
3183	5	13	14	849
3184	5	13	15	849
3185	5	13	16	849
3186	5	13	17	729
3187	5	13	18	729
3188	5	13	19	729
3189	5	13	20	729
3190	5	13	21	729
3191	5	13	22	729
3192	5	13	23	429
3193	5	14	0	566.2
3194	5	14	1	566.2
3195	5	14	2	566.2
3196	5	14	3	543.63189988715
3197	5	14	4	429
3198	5	14	5	429
3199	5	14	6	874.333333333333
3200	5	14	7	9874
3201	5	14	8	6168
3202	5	14	9	6168
3203	5	14	10	9141.2
3204	5	14	11	9052.6
3205	5	14	12	7866.1
3206	5	14	13	849
3207	5	14	14	5481.5
3208	5	14	15	9187.5
3209	5	14	16	4820.33333333333
3210	5	14	17	729
3211	5	14	18	729
3212	5	14	19	994.333333333333
3213	5	14	20	751.872226637128
3214	5	14	21	866.2
3215	5	14	22	866.2
3216	5	14	23	566.2
3217	5	15	0	566.2
3218	5	15	1	566.2
3219	5	15	2	566.2
3220	5	15	3	539.430258968068
3221	5	15	4	429
3222	5	15	5	429
3223	5	15	6	874.333333333333
3224	5	15	7	9874
3225	5	15	8	6168
3226	5	15	9	6168
3227	5	15	10	8641.2
3228	5	15	11	8552.6
3229	5	15	12	7866.1
3230	5	15	13	849
3231	5	15	14	5481.5
3232	5	15	15	9187.5
3233	5	15	16	4820.33333333333
3234	5	15	17	729
3235	5	15	18	729
3236	5	15	19	994.333333333333
3237	5	15	20	747.677445641961
3238	5	15	21	866.2
3239	5	15	22	866.2
3240	5	15	23	566.2
3241	5	16	0	566.2
3242	5	16	1	566.2
3243	5	16	2	566.2
3244	5	16	3	535.307132031416
3245	5	16	4	429
3246	5	16	5	429
3247	5	16	6	874.333333333333
3248	5	16	7	9874
3249	5	16	8	6168
3250	5	16	9	6168
3251	5	16	10	9141.2
3252	5	16	11	9052.6
3253	5	16	12	7866.1
3254	5	16	13	849
3255	5	16	14	5481.5
3256	5	16	15	9187.5
3257	5	16	16	4820.33333333333
3258	5	16	17	729
3259	5	16	18	729
3260	5	16	19	994.333333333333
3261	5	16	20	743.516608477758
3262	5	16	21	866.2
3263	5	16	22	866.2
3264	5	16	23	566.2
3265	5	17	0	566.2
3266	5	17	1	566.2
3267	5	17	2	566.2
3268	5	17	3	531.265151694793
3269	5	17	4	429
3270	5	17	5	429
3271	5	17	6	874.333333333333
3272	5	17	7	9874
3273	5	17	8	6168
3274	5	17	9	6168
3275	5	17	10	8641.2
3276	5	17	11	8552.6
3277	5	17	12	7866.1
3278	5	17	13	849
3279	5	17	14	5481.5
3280	5	17	15	9187.5
3281	5	17	16	4820.33333333333
3282	5	17	17	729
3283	5	17	18	729
3284	5	17	19	994.333333333333
3285	5	17	20	739.392719038879
3286	5	17	21	866.2
3287	5	17	22	866.2
3288	5	17	23	566.2
3289	5	18	0	566.2
3290	5	18	1	566.2
3291	5	18	2	566.2
3292	5	18	3	527.306989344371
3293	5	18	4	429
3294	5	18	5	429
3295	5	18	6	874.333333333333
3296	5	18	7	9874
3297	5	18	8	6168
3298	5	18	9	6168
3299	5	18	10	9141.2
3300	5	18	11	9052.6
3301	5	18	12	7866.1
3302	5	18	13	849
3303	5	18	14	5481.5
3304	5	18	15	9187.5
3305	5	18	16	4820.33333333333
3306	5	18	17	729
3307	5	18	18	729
3308	5	18	19	994.333333333333
3309	5	18	20	735.308879186508
3310	5	18	21	866.2
3311	5	18	22	866.2
3312	5	18	23	566.2
3313	5	19	0	429
3314	5	19	1	429
3315	5	19	2	429
3316	5	19	3	429
3317	5	19	4	429
3318	5	19	5	429
3319	5	19	6	609
3320	5	19	7	609
3321	5	19	8	609
3322	5	19	9	609
3323	5	19	10	609
3324	5	19	11	609
3325	5	19	12	849
3326	5	19	13	849
3327	5	19	14	849
3328	5	19	15	849
3329	5	19	16	849
3330	5	19	17	729
3331	5	19	18	729
3332	5	19	19	729
3333	5	19	20	729
3334	5	19	21	729
3335	5	19	22	729
3336	5	19	23	429
