N	M	D	H	Qh
7281	10	31	8	13629.597761684
7282	10	31	9	9304.14162247075
7283	10	31	10	3818.29429669551
7284	10	31	11	0
7285	10	31	12	0
7286	10	31	13	0
7287	10	31	14	0
7288	10	31	15	0
7289	10	31	16	0
7290	10	31	17	0
7291	10	31	18	0
7292	10	31	19	0
7293	10	31	20	0
7294	10	31	21	0
7295	10	31	22	0
7296	10	31	23	0
7297	11	1	0	0
7298	11	1	1	0
7299	11	1	2	0
7300	11	1	3	915.919223007222
7301	11	1	4	3781.64989640482
7302	11	1	5	6459.93107789877
7303	11	1	6	8948.59606784735
7304	11	1	7	11126.1505090511
7305	11	1	8	11297.3561425747
7306	11	1	9	9766.32943601885
7307	11	1	10	7012.96395358213
7308	11	1	11	3831.44700233515
7309	11	1	12	3899.42436477781
7310	11	1	13	4314.02337730447
7311	11	1	14	5242.99196802644
7312	11	1	15	6739.99836811845
7313	11	1	16	8850.68017046251
7314	11	1	17	11020.0546224917
7315	11	1	18	12968.8189584272
7316	11	1	19	14736.9610885733
7317	11	1	20	16341.2220732198
7318	11	1	21	17816.3318694146
7319	11	1	22	19154.7203698349
7320	11	1	23	20408.1407575416
7321	11	2	0	21584.4683449461
7322	11	2	1	22690.8485171407
7323	11	2	2	23675.1427344188
7324	11	2	3	24568.2071455121
7325	11	2	4	25358.9568806547
7326	11	2	5	26017.7939264338
7327	11	2	6	26556.9446770201
7328	11	2	7	26924.605414672
7329	11	2	8	26447.1414843683
7330	11	2	9	25284.355975333
7331	11	2	10	23585.4312280082
7332	11	2	11	21572.4269679015
7333	11	2	12	16655.143680498
7334	11	2	13	12693.197804191
7335	11	2	14	9358.08929385757
7336	11	2	15	7835.34077381205
7337	11	2	16	8814.5261626039
7338	11	2	17	10694.1433112695
7339	11	2	18	12614.4932503678
7340	11	2	19	14552.260090278
7341	11	2	20	16271.3429320888
7342	11	2	21	17772.4700621241
7343	11	2	22	19095.3833658966
7344	11	2	23	20295.6817825907
7345	11	3	0	21365.1893844997
7346	11	3	1	22335.569134674
7347	11	3	2	23196.4681976763
7348	11	3	3	23938.4932958558
7349	11	3	4	24592.2028730035
7350	11	3	5	25107.1608465907
7351	11	3	6	25515.7680293962
7352	11	3	7	25775.5252725588
7353	11	3	8	25144.2719343629
7354	11	3	9	23743.1222828604
7355	11	3	10	21768.5003345025
7356	11	3	11	19524.0882497274
7357	11	3	12	17379.7790260096
7358	11	3	13	15637.0792733981
7359	11	3	14	14669.2514144434
7360	11	3	15	14557.0491858223
7361	11	3	16	15233.4785491746
7362	11	3	17	16088.2597484431
7363	11	3	18	16863.8151209507
7364	11	3	19	17587.0283028189
7365	11	3	20	18282.2912067877
7366	11	3	21	18952.1944184605
7367	11	3	22	19599.0884137188
7368	11	3	23	20146.9436118373
7369	11	4	0	20604.9394737022
7370	11	4	1	20981.4046572376
7371	11	4	2	21342.5175256702
7372	11	4	3	21689.7010160721
7373	11	4	4	22024.2461798705
7374	11	4	5	22366.864957138
7375	11	4	6	22736.3495913153
7376	11	4	7	23110.6694565199
7377	11	4	8	22602.9009963213
7378	11	4	9	21338.7925323786
7379	11	4	10	19508.8548985609
7380	11	4	11	17487.1544159714
7381	11	4	12	15551.1799828218
7382	11	4	13	14088.9428319269
7383	11	4	14	13236.8685644906
7384	11	4	15	13062.0219591776
7385	11	4	16	13574.9104460217
7386	11	4	17	14290.3086109811
7387	11	4	18	14978.4808368224
7388	11	4	19	15661.4911238421
7389	11	4	20	16300.7368081651
7390	11	4	21	16880.7336836835
7391	11	4	22	17426.5138065266
7392	11	4	23	18058.4918760189
7393	11	5	0	18788.2191423682
7394	11	5	1	19587.0951215511
7395	11	5	2	20429.1701798354
7396	11	5	3	21290.8998383966
7397	11	5	4	22190.0029510778
7398	11	5	5	23083.9344396486
7399	11	5	6	23992.7141890803
7400	11	5	7	24895.4254304408
7401	11	5	8	23786.4387214188
7402	11	5	9	22738.5574972288
7403	11	5	10	20947.6772610287
7404	11	5	11	18772.2739431649
7405	11	5	12	13711.3600113423
7406	11	5	13	9539.48601302841
7407	11	5	14	5282.5616324867
7408	11	5	15	3091.07060020892
7409	11	5	16	3754.90949789992
7410	11	5	17	5458.64160727092
7411	11	5	18	7395.27345419901
7412	11	5	19	9523.67805859922
7413	11	5	20	11611.1348114032
7414	11	5	21	13641.8984345028
7415	11	5	22	15640.7641096223
7416	11	5	23	17571.6072133923
7417	11	6	0	19440.7324521592
7418	11	6	1	21253.8601773758
7419	11	6	2	22938.0183452861
7420	11	6	3	24485.6200140021
7421	11	6	4	25928.8625419458
7422	11	6	5	27003.8508032769
7423	11	6	6	27744.7166305251
7424	11	6	7	28182.428330075
7425	11	6	8	25099.801375103
7426	11	6	9	18096.1863654716
7427	11	6	10	8261.77496045943
7428	11	6	11	0
7429	11	6	12	0
7430	11	6	13	0
7431	11	6	14	0
7432	11	6	15	0
7433	11	6	16	0
7434	11	6	17	0
7435	11	6	18	0
7436	11	6	19	0
7437	11	6	20	0
7438	11	6	21	0
7439	11	6	22	0
7440	11	6	23	0
7441	11	7	0	3645.3665813724
7442	11	7	1	7000.65796391414
7443	11	7	2	10025.4219212616
7444	11	7	3	12769.8341049836
7445	11	7	4	15240.33851029
7446	11	7	5	17599.1062705634
7447	11	7	6	19856.493753116
7448	11	7	7	22021.8974401462
7449	11	7	8	21136.9935377093
7450	11	7	9	17025.9610913092
7451	11	7	10	11946.2296645736
7452	11	7	11	6751.05780425724
7453	11	7	12	2275.64565551575
7454	11	7	13	0
7455	11	7	14	0
7456	11	7	15	0
7457	11	7	16	0
7458	11	7	17	498.426939265073
7459	11	7	18	3012.04208786316
7460	11	7	19	5488.08705198098
7461	11	7	20	7773.71964001077
7462	11	7	21	9867.04776872216
7463	11	7	22	11805.4358243512
7464	11	7	23	13740.0283584668
7465	11	8	0	15690.7177112885
7466	11	8	1	17636.4713906707
7467	11	8	2	19499.5846604343
7468	11	8	3	21287.7170886429
7469	11	8	4	23007.8183124249
7470	11	8	5	24607.5721871364
7471	11	8	6	26078.5926171479
7472	11	8	7	27452.3518771389
7473	11	8	8	26987.9850945983
7474	11	8	9	26507.426397734
7475	11	8	10	25289.9077653126
7476	11	8	11	23537.0209897326
7477	11	8	12	18834.5454435421
7478	11	8	13	14888.8981431355
7479	11	8	14	11499.1018941339
7480	11	8	15	9965.35774732479
7481	11	8	16	10886.4855702336
7482	11	8	17	12359.1160614467
7483	11	8	18	13968.8227579654
7484	11	8	19	15683.3601321466
7485	11	8	20	17336.6874966291
7486	11	8	21	18954.0186824274
7487	11	8	22	20519.1494631435
7488	11	8	23	21861.0531061586
7489	11	9	0	23019.9600817571
7490	11	9	1	23993.2909780009
7491	11	9	2	24895.9487593936
7492	11	9	3	25714.9432488518
7493	11	9	4	26477.5693711954
7494	11	9	5	27306.2949592997
7495	11	9	6	28175.4530004491
7496	11	9	7	29100.8365427217
7497	11	9	8	27814.7300601972
7498	11	9	9	24250.3350151196
7499	11	9	10	19192.0420580232
7500	11	9	11	13434.7387794719
7501	11	9	12	7694.62666630716
7502	11	9	13	2679.26676053207
7503	11	9	14	0
7504	11	9	15	0
7505	11	9	16	195.430898588711
7506	11	9	17	1721.02076787155
7507	11	9	18	3222.4538726723
7508	11	9	19	4701.96919488899
7509	11	9	20	5927.11159059718
7510	11	9	21	6901.91719245945
7511	11	9	22	7669.12914290856
7512	11	9	23	8423.85331777109
7513	11	10	0	9186.7877032314
7514	11	10	1	9937.63078137704
7515	11	10	2	10716.5843419068
7516	11	10	3	11521.0429505794
7517	11	10	4	12348.6426591455
7518	11	10	5	13431.7252277356
7519	11	10	6	14727.0705481844
7520	11	10	7	16234.5454906074
7521	11	10	8	16182.6190664669
7522	11	10	9	16186.5068884424
7523	11	10	10	15603.939108712
7524	11	10	11	14635.8331743272
7525	11	10	12	13597.1786958919
7526	11	10	13	12870.9307453846
7527	11	10	14	12772.6662915279
7528	11	10	15	13411.4764757612
7529	11	10	16	14782.5855123187
7530	11	10	17	16109.0500687806
7531	11	10	18	17312.5705885241
7532	11	10	19	18424.0827520114
7533	11	10	20	19491.1955009388
7534	11	10	21	20537.564567843
7535	11	10	22	21545.5720409693
7536	11	10	23	22518.7734839949
7537	11	11	0	23479.9354617678
7538	11	11	1	24410.6333078207
7539	11	11	2	25430.9339078986
7540	11	11	3	26512.9918351477
7541	11	11	4	27670.6236309224
7542	11	11	5	28740.5002899789
7543	11	11	6	29711.2148910514
7544	11	11	7	30611.4988699051
7545	11	11	8	30823.9823812357
7546	11	11	9	30363.4280489177
7547	11	11	10	29378.2014124929
7548	11	11	11	28070.5631367084
7549	11	11	12	26814.9617463109
7550	11	11	13	25918.0023171268
7551	11	11	14	25618.698129523
7552	11	11	15	25979.0079136678
7553	11	11	16	27016.5326507538
7554	11	11	17	27990.7096592353
7555	11	11	18	28894.1351305255
7556	11	11	19	29713.8261561543
7557	11	11	20	30477.0842558639
7558	11	11	21	31169.5993934791
7559	11	11	22	31817.4689665227
7560	11	11	23	32405.2904212863
7561	11	12	0	32938.6293479104
7562	11	12	1	33422.5354870114
7563	11	12	2	33861.5905414372
7564	11	12	3	34279.4921069924
7565	11	12	4	34658.6602550758
7566	11	12	5	35041.766112812
7567	11	12	6	35408.9041612099
7568	11	12	7	35781.0949351176
7569	11	12	8	35527.7070514489
7570	11	12	9	34570.9553570657
7571	11	12	10	33117.5897274818
7572	11	12	11	31435.6281431799
7573	11	12	12	29848.593454318
7574	11	12	13	28701.3457750106
7575	11	12	14	28195.2962886521
7576	11	12	15	28375.4144234763
7577	11	12	16	29268.9892155749
7578	11	12	17	30112.5583523572
7579	11	12	18	30877.9408580506
7580	11	12	19	31572.3835000028
7581	11	12	20	32241.5424760607
7582	11	12	21	32887.7612155566
7583	11	12	22	33513.1659458909
7584	11	12	23	34100.1452736123
7585	11	13	0	34632.7201261658
7586	11	13	1	35135.4735601774
7587	11	13	2	35669.7912400307
7588	11	13	3	36232.7476176745
7589	11	13	4	36821.6883009609
7590	11	13	5	37336.502169461
7591	11	13	6	37764.5191540125
7592	11	13	7	38133.3246179906
7593	11	13	8	37837.7840927783
7594	11	13	9	36835.3953385906
7595	11	13	10	35300.7371341278
7596	11	13	11	33514.1321828132
7597	11	13	12	31843.0153503471
7598	11	13	13	30588.2715646021
7599	11	13	14	29985.4936108829
7600	11	13	15	29156.2722525271
7601	11	13	16	30055.6350442889
7602	11	13	17	30904.4557170637
7603	11	13	18	31674.6030174897
7604	11	13	19	32373.368826768
7605	11	13	20	33026.909724822
7606	11	13	21	33619.8768549707
7607	11	13	22	34177.4250778542
7608	11	13	23	34683.2966623708
7609	11	14	0	35161.8218342139
7610	11	14	1	35595.9946590474
7611	11	14	2	36029.0070573171
7612	11	14	3	36441.4260333547
7613	11	14	4	36854.7008492726
7614	11	14	5	37249.2116307399
7615	11	14	6	37607.1569813632
7616	11	14	7	37951.4665369356
7617	11	14	8	36924.630675162
7618	11	14	9	34303.4543340707
7619	11	14	10	29522.2120872722
7620	11	14	11	24231.7012948831
7621	11	14	12	20240.5587596559
7622	11	14	13	17015.5809031485
7623	11	14	14	15291.4533859473
7624	11	14	15	16250.9538274605
7625	11	14	16	17929.8356854474
7626	11	14	17	19511.7311824617
7627	11	14	18	21005.6295483128
7628	11	14	19	22419.6868414992
7629	11	14	20	23741.7626217336
7630	11	14	21	24999.9227923524
7631	11	14	22	26180.5508534906
7632	11	14	23	27232.2112566712
7633	11	15	0	28166.8574343485
7634	11	15	1	28995.3349090524
7635	11	15	2	29707.943430202
7636	11	15	3	30315.4223702222
7637	11	15	4	30827.515717391
7638	11	15	5	31292.1454342813
7639	11	15	6	31713.7107114206
7640	11	15	7	32096.2029981331
7641	11	15	8	31136.8266569616
7642	11	15	9	28533.754674919
7643	11	15	10	23758.1610454299
7644	11	15	11	19672.2957617055
7645	11	15	12	15801.1532146077
7646	11	15	13	15185.9442147781
7647	11	15	14	13527.1242533292
7648	11	15	15	13593.3328287024
7649	11	15	16	15323.1321260535
7650	11	15	17	16912.1446530937
7651	11	15	18	18373.4193026737
7652	11	15	19	19718.7955244146
7653	11	15	20	20939.4748721877
7654	11	15	21	22027.4743882896
7655	11	15	22	23014.6321202596
7656	11	15	23	23929.8351901368
7657	11	16	0	24779.7527520731
7658	11	16	1	25570.4358263188
7659	11	16	2	26287.8340408633
7660	11	16	3	26958.2803903063
7661	11	16	4	27566.5860815536
7662	11	16	5	28118.5106528653
7663	11	16	6	28619.2798167917
7664	11	16	7	29073.6349380836
7665	11	16	8	28879.5306586508
7666	11	16	9	27898.4056361764
7667	11	16	10	26374.8446584032
7668	11	16	11	24500.6056297768
7669	11	16	12	19955.4289321725
7670	11	16	13	16334.2416999058
7671	11	16	14	14250.0770748029
7672	11	16	15	13891.283170517
7673	11	16	16	15144.0341311513
7674	11	16	17	16300.2137872695
7675	11	16	18	17349.2323485789
7676	11	16	19	18320.5626456129
7677	11	16	20	19201.8647039447
7678	11	16	21	20001.482836318
7679	11	16	22	20726.9879586192
7680	11	16	23	21404.7898229694
7681	11	17	0	22039.3098299041
7682	11	17	1	22634.5595802172
7683	11	17	2	23155.0977566883
7684	11	17	3	23627.3895896147
7685	11	17	4	24036.3662653124
7686	11	17	5	24641.923336128
7687	11	17	6	25445.3811993358
7688	11	17	7	26408.856769757
7689	11	17	8	26813.468706456
7690	11	17	9	24977.3333493408
7691	11	17	10	22082.5507550956
7692	11	17	11	18569.5971456539
7693	11	17	12	17818.1198175139
7694	11	17	13	17294.6145152764
7695	11	17	14	17561.796516037
7696	11	17	15	18705.9553179893
7697	11	17	16	20645.8078838068
7698	11	17	17	22308.1614838009
7699	11	17	18	23699.195699254
7700	11	17	19	24863.5984546183
7701	11	17	20	25998.2401546154
7702	11	17	21	27105.8792176916
7703	11	17	22	28189.0183968699
7704	11	17	23	29289.0095770247
7705	11	18	0	30404.2908219515
7706	11	18	1	31533.4449642762
7707	11	18	2	32538.4023347795
7708	11	18	3	33450.21472432
7709	11	18	4	34257.9747720606
7710	11	18	5	35029.9482729781
7711	11	18	6	35769.4521212125
7712	11	18	7	36479.4957829133
7713	11	18	8	35454.0013923554
7714	11	18	9	32199.8492993373
7715	11	18	10	27970.8893549355
7716	11	18	11	24350.8353185518
7717	11	18	12	20881.1809014719
7718	11	18	13	20561.4836886127
7719	11	18	14	20790.4420035504
7720	11	18	15	21626.352195841
7721	11	18	16	23002.4180476221
7722	11	18	17	24133.6992392633
7723	11	18	18	25042.8837605
7724	11	18	19	25750.5567532974
7725	11	18	20	26353.5576168977
7726	11	18	21	26881.1284908054
7727	11	18	22	27320.720091285
7728	11	18	23	27700.0273720716
7729	11	19	0	28024.6378157642
7730	11	19	1	28299.6210262979
7731	11	19	2	28510.0361784316
7732	11	19	3	28681.4083456306
7733	11	19	4	28797.8156962652
7734	11	19	5	29157.460927928
7735	11	19	6	29737.7994148746
7736	11	19	7	30518.3760913906
7737	11	19	8	30848.4786367956
7738	11	19	9	30556.1589197623
7739	11	19	10	29814.0379664233
7740	11	19	11	28805.9395105961
7741	11	19	12	27919.3351078163
7742	11	19	13	27466.7022162077
7743	11	19	14	27641.8633793412
7744	11	19	15	28546.2059383235
7745	11	19	16	30082.0642203121
7746	11	19	17	31534.1923536323
7747	11	19	18	32929.8914597587
7748	11	19	19	34254.8511411565
7749	11	19	20	35476.546816318
7750	11	19	21	36585.0090113895
7751	11	19	22	37610.2733789878
7752	11	19	23	38599.1322525172
7753	11	20	0	39535.4193431729
7754	11	20	1	40443.547843563
7755	11	20	2	41306.5870964488
7756	11	20	3	42128.7162214867
7757	11	20	4	42913.7269945159
7758	11	20	5	43665.0597487244
7759	11	20	6	44385.8359482817
7760	11	20	7	45078.8877428693
7761	11	20	8	44709.9552023644
7762	11	20	9	44246.6889077878
7763	11	20	10	43271.3034451467
7764	11	20	11	42023.0201948357
7765	11	20	12	40821.5942027084
7766	11	20	13	39993.0077247745
7767	11	20	14	39762.9780808757
7768	11	20	15	40188.7071705005
7769	11	20	16	41192.6097620949
7770	11	20	17	42103.4651354319
7771	11	20	18	42929.8974188953
7772	11	20	19	43679.7314091677
7773	11	20	20	44360.066657697
7774	11	20	21	44977.3446904317
7775	11	20	22	45537.4099972346
7776	11	20	23	46026.024818093
7777	11	21	0	46469.3521277297
7778	11	21	1	46852.0488715853
7779	11	21	2	47316.5184769698
7780	11	21	3	47835.641234559
7781	11	21	4	48423.8921397605
7782	11	21	5	49153.0262168851
7783	11	21	6	50029.5261884389
7784	11	21	7	51020.1928217555
7785	11	21	8	50197.699969101
7786	11	21	9	46858.1465573152
7787	11	21	10	41312.1257730609
7788	11	21	11	35056.2704445622
7789	11	21	12	28269.2122480398
7790	11	21	13	20310.1741110288
7791	11	21	14	17345.7482756191
7792	11	21	15	17790.8357590184
7793	11	21	16	21105.1829685914
7794	11	21	17	24346.8248393526
7795	11	21	18	27522.5001023216
7796	11	21	19	30638.3229058213
7797	11	21	20	33172.2458447643
7798	11	21	21	35158.662051316
7799	11	21	22	36667.8580136238
7800	11	21	23	38017.6328362609
7801	11	22	0	39242.3030983935
7802	11	22	1	40333.9236289469
7803	11	22	2	41324.3667598124
7804	11	22	3	42203.4696189485
7805	11	22	4	43001.0923860038
7806	11	22	5	43724.7870844317
7807	11	22	6	44361.865224181
7808	11	22	7	44939.8954550929
7809	11	22	8	44177.4740754852
7810	11	22	9	41468.690521765
7811	11	22	10	38217.2971489922
7812	11	22	11	34441.1765402072
7813	11	22	12	30870.4495152995
7814	11	22	13	28120.7628179232
7815	11	22	14	26852.4176771905
7816	11	22	15	27979.9894869143
7817	11	22	16	29626.9494775686
7818	11	22	17	31179.8818016314
7819	11	22	18	32647.5014608206
7820	11	22	19	34037.7157025387
7821	11	22	20	35299.0772357828
7822	11	22	21	36443.528838862
7823	11	22	22	37481.9063676398
7824	11	22	23	38560.825203939
7825	11	23	0	39696.0683066084
7826	11	23	1	40862.8746822046
7827	11	23	2	42077.8594232502
7828	11	23	3	43336.5570936303
7829	11	23	4	44634.9161384262
7830	11	23	5	45930.1794223563
7831	11	23	6	47203.0933271981
7832	11	23	7	48475.2698668103
7833	11	23	8	48551.6333261955
7834	11	23	9	46886.3047258481
7835	11	23	10	46041.810847845
7836	11	23	11	44900.9425445354
7837	11	23	12	43816.5162412361
7838	11	23	13	43113.6258273227
7839	11	23	14	42976.1711542255
7840	11	23	15	42769.0190840622
7841	11	23	16	43846.4129701913
7842	11	23	17	44823.948060349
7843	11	23	18	45691.3392670401
7844	11	23	19	46478.3358820739
7845	11	23	20	47172.8487683492
7846	11	23	21	47783.4498269374
7847	11	23	22	48317.9164679257
7848	11	23	23	48783.3052482188
7849	11	24	0	49186.0186842018
7850	11	24	1	49531.8658717679
7851	11	24	2	49865.1985886397
7852	11	24	3	50206.7172952366
7853	11	24	4	50536.1227185801
7854	11	24	5	50913.1592356027
7855	11	24	6	51352.9526847435
7856	11	24	7	51830.1458576957
7857	11	24	8	51273.9121632933
7858	11	24	9	48491.6181019742
7859	11	24	10	44085.0614121018
7860	11	24	11	39165.3854137246
7861	11	24	12	35545.283637282
7862	11	24	13	32690.0856596069
7863	11	24	14	30754.603213569
7864	11	24	15	30991.7237174091
7865	11	24	16	32965.2966633034
7866	11	24	17	34795.0291056577
7867	11	24	18	36494.2529741256
7868	11	24	19	38075.0645217233
7869	11	24	20	39528.8983037744
7870	11	24	21	40847.9827681617
7871	11	24	22	42064.3477737713
7872	11	24	23	43187.5139254714
7873	11	25	0	44245.659956448
7874	11	25	1	45225.2717390081
7875	11	25	2	46114.0877092134
7876	11	25	3	46920.5233227399
7877	11	25	4	47652.2140445184
7878	11	25	5	48374.7092937222
7879	11	25	6	49069.3208069672
7880	11	25	7	49758.1735527888
7881	11	25	8	48998.3051929414
7882	11	25	9	45061.2979184484
7883	11	25	10	35694.9412126767
7884	11	25	11	29912.7724905247
7885	11	25	12	24734.3242518468
7886	11	25	13	21051.9197443659
7887	11	25	14	19618.8604387714
7888	11	25	15	20853.2970310387
7889	11	25	16	23629.7713172974
7890	11	25	17	26207.5283345439
7891	11	25	18	28585.4457427376
7892	11	25	19	30801.5863272658
7893	11	25	20	32655.9984003836
7894	11	25	21	34162.6684013022
7895	11	25	22	35373.3675298372
7896	11	25	23	36471.8523987506
7897	11	26	0	37468.5236433152
7898	11	26	1	38372.8179106697
7899	11	26	2	39154.2161067889
7900	11	26	3	39824.1089160422
7901	11	26	4	40392.8312714811
7902	11	26	5	40869.7602076586
7903	11	26	6	41263.4036439613
7904	11	26	7	41581.4809389701
7905	11	26	8	41428.6047179303
7906	11	26	9	39209.973419787
7907	11	26	10	35770.5488815668
7908	11	26	11	31801.8713957542
7909	11	26	12	30534.3557520473
7910	11	26	13	29581.7225066742
7911	11	26	14	29207.1319656088
7912	11	26	15	28834.4447626912
7913	11	26	16	29718.2898713515
7914	11	26	17	30520.2153501455
7915	11	26	18	31267.3545116922
7916	11	26	19	31945.2447030585
7917	11	26	20	32540.7637495971
7918	11	26	21	33061.546262428
7919	11	26	22	33514.5192348932
7920	11	26	23	33945.0487292311
7921	11	27	0	34374.7554809283
7922	11	27	1	34784.1751959095
7923	11	27	2	35175.1881884127
7924	11	27	3	35529.9599444095
7925	11	27	4	35871.3900515795
7926	11	27	5	36239.7961881527
7927	11	27	6	36613.1375168493
7928	11	27	7	37010.4971672788
7929	11	27	8	36981.9113021094
7930	11	27	9	34912.3968983292
7931	11	27	10	31624.5915974093
7932	11	27	11	27813.3427170587
7933	11	27	12	24174.5577109498
7934	11	27	13	21362.7992974068
7935	11	27	14	20058.7258791472
7936	11	27	15	20371.373581736
7937	11	27	16	21883.2983099958
7938	11	27	17	23430.9544854284
7939	11	27	18	25011.0303208203
7940	11	27	19	26620.5209836357
7941	11	27	20	28237.1595953634
7942	11	27	21	29860.2836447515
7943	11	27	22	31489.2920257364
7944	11	27	23	33045.4771445147
7945	11	28	0	34516.0481115101
7946	11	28	1	35928.4806679625
7947	11	28	2	37268.6228514056
7948	11	28	3	38523.6343811414
7949	11	28	4	39720.946185156
7950	11	28	5	40846.365641255
7951	11	28	6	41906.5561279751
7952	11	28	7	42907.563425257
7953	11	28	8	41672.5209958429
7954	11	28	9	36615.1472092781
7955	11	28	10	26653.6285976144
7956	11	28	11	17515.6191830979
7957	11	28	12	10747.6484246945
7958	11	28	13	4230.34838169087
7959	11	28	14	1312.86885814461
7960	11	28	15	1859.17306197325
7961	11	28	16	4891.50493241937
7962	11	28	17	7818.64854689616
7963	11	28	18	10630.8127815964
7964	11	28	19	13358.1951087422
7965	11	28	20	15637.3831248231
7966	11	28	21	17509.917945705
7967	11	28	22	19013.4904279773
7968	11	28	23	20299.5413344979
7969	11	29	0	21388.231762279
7970	11	29	1	22297.8541668738
7971	11	29	2	23357.6543645825
7972	11	29	3	24553.7130508808
7973	11	29	4	25873.4010390015
7974	11	29	5	27031.6919792776
7975	11	29	6	28063.0855889115
7976	11	29	7	28959.8028606406
7977	11	29	8	28932.2784653621
7978	11	29	9	28594.3612738322
7979	11	29	10	27630.660853066
7980	11	29	11	26393.7839188429
7981	11	29	12	25210.0983997536
7982	11	29	13	24429.2978538283
7983	11	29	14	24330.591562034
7984	11	29	15	25025.5313101093
7985	11	29	16	26262.4074840289
7986	11	29	17	27462.8053672188
7987	11	29	18	28630.1059684661
7988	11	29	19	29767.3769260427
7989	11	29	20	30799.2393510688
7990	11	29	21	31735.4630865736
7991	11	29	22	32584.9124527565
7992	11	29	23	33394.7112765941
7993	11	30	0	34168.5345886106
7994	11	30	1	34909.7167972786
7995	11	30	2	35601.7427093377
7996	11	30	3	36229.6278505539
7997	11	30	4	36818.8576910313
7998	11	30	5	37373.0150168171
7999	11	30	6	37875.8099912432
8000	11	30	7	38351.5437101551
8001	11	30	8	38348.7213469891
8002	11	30	9	36257.2361156424
8003	11	30	10	32853.3176588337
8004	11	30	11	28899.5668679604
8005	11	30	12	25134.8659073244
8006	11	30	13	22168.6549907531
8007	11	30	14	20807.4409069638
8008	11	30	15	21146.4062569917
8009	11	30	16	22625.5777914503
8010	11	30	17	24084.8948682128
8011	11	30	18	25526.1977077055
8012	11	30	19	26951.1559686066
8013	11	30	20	28302.6629052529
8014	11	30	21	29607.0669410881
8015	11	30	22	30849.1932818526
8016	11	30	23	31800.3275624676
8017	12	1	0	32506.9810792456
8018	12	1	1	33187.2191590321
8019	12	1	2	33902.1117811058
8020	12	1	3	34648.4469717268
8021	12	1	4	35403.7699101752
8022	12	1	5	36147.7070121168
8023	12	1	6	36861.7730291703
8024	12	1	7	37568.2771282982
8025	12	1	8	37509.2286682616
8026	12	1	9	37188.0556622102
8027	12	1	10	36319.6400249137
8028	12	1	11	32714.5439756464
8029	12	1	12	29385.0344347277
8030	12	1	13	25926.2567734197
8031	12	1	14	24442.113369588
8032	12	1	15	25297.716159929
8033	12	1	16	27173.7434569275
8034	12	1	17	28914.9713180734
8035	12	1	18	30533.8936970998
8036	12	1	19	32041.8465393288
8037	12	1	20	33546.8178642088
8038	12	1	21	35068.6245655766
8039	12	1	22	36586.165697679
8040	12	1	23	38099.8366169479
8041	12	2	0	39629.5365864148
8042	12	2	1	41154.2393950754
8043	12	2	2	42615.7865561322
8044	12	2	3	44020.0316826633
8045	12	2	4	45372.2858426318
8046	12	2	5	46638.2867442405
8047	12	2	6	47806.4882638762
8048	12	2	7	48905.4955369909
8049	12	2	8	48339.911297245
8050	12	2	9	45068.5798883569
8051	12	2	10	39001.4953220827
8052	12	2	11	32745.7447668223
8053	12	2	12	26916.8984135661
8054	12	2	13	21714.2679707649
8055	12	2	14	19789.9264770399
8056	12	2	15	20443.8218403254
8057	12	2	16	22769.7347815194
8058	12	2	17	25016.8531608722
8059	12	2	18	27212.0206424972
8060	12	2	19	29340.5117711643
8061	12	2	20	31408.5064783001
8062	12	2	21	33421.6119052599
8063	12	2	22	35384.915492665
8064	12	2	23	37166.2492964333
8065	12	3	0	38802.0198281538
8066	12	3	1	40286.1781427703
8067	12	3	2	41691.3981462812
8068	12	3	3	43044.5368262781
8069	12	3	4	44330.8808161191
8070	12	3	5	45517.5399145844
8071	12	3	6	46633.2940165273
8072	12	3	7	47665.1744369292
8073	12	3	8	46697.2005980324
8074	12	3	9	41773.8986861252
8075	12	3	10	31409.3113073
8076	12	3	11	21988.088945136
8077	12	3	12	13374.8585674539
8078	12	3	13	5404.16592447741
8079	12	3	14	1997.18426234199
8080	12	3	15	2668.90742342412
8081	12	3	16	5938.83746223014
8082	12	3	17	9140.1789901056
8083	12	3	18	12298.8297181905
8084	12	3	19	15399.2059144173
8085	12	3	20	18427.1682327847
8086	12	3	21	21389.4283901027
8087	12	3	22	24292.076024318
8088	12	3	23	26984.3119491099
8089	12	4	0	29505.1788303113
8090	12	4	1	31851.0195438193
8091	12	4	2	34096.678129464
8092	12	4	3	36251.4400183159
8093	12	4	4	38323.7300165831
8094	12	4	5	40223.4893211073
8095	12	4	6	41986.2495766893
8096	12	4	7	43605.1680589173
8097	12	4	8	43489.7761707703
8098	12	4	9	40037.3694436269
8099	12	4	10	33543.1695271041
8100	12	4	11	27013.6284834052
8101	12	4	12	21331.2070931977
8102	12	4	13	16222.8316260155
8103	12	4	14	14462.7466729389
8104	12	4	15	15550.0777613099
8105	12	4	16	17938.758833975
8106	12	4	17	20125.5843465276
8107	12	4	18	22109.7228330166
8108	12	4	19	23929.5009931197
8109	12	4	20	25619.6931970123
8110	12	4	21	27172.7696340349
8111	12	4	22	28620.9794986121
8112	12	4	23	29954.5018515403
8113	12	5	0	31164.4260123217
8114	12	5	1	32281.7482921437
8115	12	5	2	33334.5920934562
8116	12	5	3	34309.3930861926
8117	12	5	4	35232.9252578272
8118	12	5	5	36051.3188337507
8119	12	5	6	36793.8591881398
